Rok;Miesiąc;Dzień;Godzina;Temp. 2m [st.C];Wiatr 10m, Prędkość [m/s];Typ Opadu;Wysokość Opadu [mm];Wilgotność względna [%];Długość geograficzna;Szerokość geograficzna
2018;10;14;08;14,235;4,526;;;55;17.049640;51.123614
2018;10;14;09;16,241;4,063;;;49;17.049640;51.123614
2018;10;14;10;18,457;4,498;;;43;17.049640;51.123614
2018;10;14;11;19,988;5,285;;;39;17.049640;51.123614
2018;10;14;12;20,902;5,859;;;37;17.049640;51.123614
2018;10;14;13;21,374;6,141;;;36;17.049640;51.123614
2018;10;14;14;21,446;6,214;;;36;17.049640;51.123614
2018;10;14;15;21,412;5,923;;;37;17.049640;51.123614
2018;10;14;16;20,763;5,272;;;39;17.049640;51.123614
2018;10;14;17;19,005;5,647;;;41;17.049640;51.123614
2018;10;14;18;17,524;5,672;;;49;17.049640;51.123614
2018;10;14;19;16,824;5,645;;;45;17.049640;51.123614
2018;10;14;20;15,769;5,199;;;45;17.049640;51.123614
2018;10;14;21;15,188;5,091;;;42;17.049640;51.123614
2018;10;14;22;14,399;4,913;;;43;17.049640;51.123614
2018;10;14;23;13,348;4,662;;;44;17.049640;51.123614
2018;10;15;00;12,299;4,494;;;47;17.049640;51.123614
2018;10;15;01;11,165;4,332;;;49;17.049640;51.123614
2018;10;15;02;10,451;4,155;;;51;17.049640;51.123614
2018;10;15;03;9,688;3,964;;;55;17.049640;51.123614
2018;10;15;04;11,734;4,131;;;63;17.049640;51.123614
2018;10;15;05;11,453;4,263;;;64;17.049640;51.123614
2018;10;15;06;13,247;4,431;;;51;17.049640;51.123614
2018;10;15;07;13,054;4,191;;;51;17.049640;51.123614
2018;10;15;08;14,224;3,468;;;43;17.049640;51.123614
2018;10;15;09;16,349;2,846;;;34;17.049640;51.123614
2018;10;15;10;18,360;3,185;;;29;17.049640;51.123614
2018;10;15;11;19,590;3,740;;;28;17.049640;51.123614
2018;10;15;12;20,169;3,934;;;31;17.049640;51.123614
2018;10;15;13;20,843;4,850;;;33;17.049640;51.123614
2018;10;15;14;21,133;5,262;;;34;17.049640;51.123614
2018;10;15;15;21,222;4,800;;;35;17.049640;51.123614
2018;10;15;16;20,670;3,800;;;37;17.049640;51.123614
2018;10;15;17;18,798;3,842;;;43;17.049640;51.123614
2018;10;15;18;16,994;4,374;;;45;17.049640;51.123614
2018;10;15;19;16,018;3,880;;;45;17.049640;51.123614
2018;10;15;20;15,439;4,083;;;45;17.049640;51.123614
2018;10;15;21;14,638;4,303;;;46;17.049640;51.123614
2018;10;15;22;14,280;4,334;;;46;17.049640;51.123614
2018;10;15;23;13,790;4,293;;;46;17.049640;51.123614
2018;10;16;00;13,141;4,146;;;46;17.049640;51.123614
2018;10;16;01;12,264;4,087;;;47;17.049640;51.123614
2018;10;16;02;10,872;3,750;;;50;17.049640;51.123614
2018;10;16;03;10,234;3,706;;;51;17.049640;51.123614
2018;10;16;04;11,226;3,396;;;55;17.049640;51.123614
2018;10;16;05;10,592;3,211;;;57;17.049640;51.123614
2018;10;16;06;10,396;2,992;;;62;17.049640;51.123614
2018;10;16;07;10,559;2,676;;;60;17.049640;51.123614
2018;10;16;08;12,202;2,502;;;50;17.049640;51.123614
2018;10;16;09;14,672;2,846;;;43;17.049640;51.123614
2018;10;16;10;16,488;2,764;;;40;17.049640;51.123614
2018;10;16;11;17,936;2,676;;;37;17.049640;51.123614
2018;10;16;12;19,185;3,147;;;36;17.049640;51.123614
2018;10;16;13;20,332;3,584;;;36;17.049640;51.123614
2018;10;16;14;20,713;3,513;;;37;17.049640;51.123614
2018;10;16;15;20,574;3,742;;;39;17.049640;51.123614
2018;10;16;16;19,751;3,487;;;42;17.049640;51.123614
2018;10;16;17;17,952;4,684;;;44;17.049640;51.123614
2018;10;16;18;16,984;4,756;;;45;17.049640;51.123614
2018;10;16;19;15,680;3,944;;;51;17.049640;51.123614
2018;10;16;20;14,659;3,776;;;53;17.049640;51.123614
2018;10;16;21;14,058;3,843;;;53;17.049640;51.123614
2018;10;16;22;13,576;3,858;;;54;17.049640;51.123614
2018;10;16;23;13,228;3,823;;;54;17.049640;51.123614
2018;10;17;00;12,937;3,712;;;54;17.049640;51.123614
2018;10;17;01;12,103;3,647;;;55;17.049640;51.123614
2018;10;17;02;11,527;3,617;;;57;17.049640;51.123614
2018;10;17;03;11,142;3,463;;;58;17.049640;51.123614
2018;10;17;04;10,730;2,429;;;66;17.049640;51.123614
2018;10;17;05;9,838;2,171;;;67;17.049640;51.123614
2018;10;17;06;10,624;2,353;;;69;17.049640;51.123614
2018;10;17;07;11,139;2,944;;;66;17.049640;51.123614
2018;10;17;08;12,197;2,581;;;60;17.049640;51.123614
2018;10;17;09;13,999;2,448;;;54;17.049640;51.123614
2018;10;17;10;15,749;1,955;;;48;17.049640;51.123614
2018;10;17;11;17,669;2,448;;;43;17.049640;51.123614
2018;10;17;12;18,988;2,742;;;41;17.049640;51.123614
2018;10;17;13;19,718;2,779;;;40;17.049640;51.123614
2018;10;17;14;20,125;2,785;;;39;17.049640;51.123614
2018;10;17;15;20,344;2,924;;;40;17.049640;51.123614
2018;10;17;16;19,360;3,096;;;42;17.049640;51.123614
2018;10;17;17;16,814;3,547;;;48;17.049640;51.123614
2018;10;17;18;14,941;3,403;;;57;17.049640;51.123614
2018;10;17;19;15,063;3,135;;;61;17.049640;51.123614
2018;10;17;20;13,869;3,025;;;62;17.049640;51.123614
2018;10;17;21;13,121;2,888;;;63;17.049640;51.123614
2018;10;17;22;12,545;2,793;;;65;17.049640;51.123614
2018;10;17;23;11,895;2,799;;;70;17.049640;51.123614
2018;10;18;00;11,533;2,909;;;77;17.049640;51.123614
2018;10;18;01;10,857;2,765;;;82;17.049640;51.123614
2018;10;18;02;10,408;2,037;;;85;17.049640;51.123614
2018;10;18;03;10,607;1,826;;;83;17.049640;51.123614
2018;10;18;04;10,365;2,305;;;74;17.049640;51.123614
2018;10;18;05;9,467;2,199;;;74;17.049640;51.123614
2018;10;18;06;10,549;1,590;;;73;17.049640;51.123614
2018;10;18;07;10,376;0,952;;;75;17.049640;51.123614
2018;10;18;08;10,653;0,741;;;73;17.049640;51.123614
2018;10;18;09;12,300;0,861;;;67;17.049640;51.123614
2018;10;18;10;14,270;1,490;;;63;17.049640;51.123614
2018;10;18;11;15,881;1,652;;;59;17.049640;51.123614
2018;10;18;12;17,003;1,482;;;57;17.049640;51.123614
2018;10;18;13;17,789;1,464;;;55;17.049640;51.123614
2018;10;18;14;18,298;1,215;;;54;17.049640;51.123614
2018;10;18;15;18,285;1,581;;;55;17.049640;51.123614
2018;10;18;16;17,935;1,806;;;57;17.049640;51.123614
2018;10;18;17;16,702;2,283;;;62;17.049640;51.123614
2018;10;18;18;15,443;2,214;;;67;17.049640;51.123614
2018;10;18;19;14,374;2,338;;;69;17.049640;51.123614
2018;10;18;20;13,157;2,691;;;74;17.049640;51.123614
2018;10;18;21;12,238;3,050;;;78;17.049640;51.123614
2018;10;18;22;10,661;3,139;;;86;17.049640;51.123614
2018;10;18;23;9,840;3,001;;;89;17.049640;51.123614
2018;10;19;00;9,255;2,950;;;93;17.049640;51.123614
2018;10;19;01;9,208;3,236;;;94;17.049640;51.123614
2018;10;19;02;8,940;3,445;;;96;17.049640;51.123614
2018;10;19;03;8,642;3,481;;;98;17.049640;51.123614
2018;10;19;04;8,995;3,334;;;95;17.049640;51.123614
2018;10;19;05;8,730;3,357;;;97;17.049640;51.123614
2018;10;19;06;9,307;2,857;;;99;17.049640;51.123614
2018;10;19;07;9,165;2,810;płynny;0,08;100;17.049640;51.123614
2018;10;19;08;9,427;2,441;płynny;0,04;100;17.049640;51.123614
2018;10;19;09;9,732;2,496;;;99;17.049640;51.123614
2018;10;19;10;10,168;2,415;płynny;0,05;97;17.049640;51.123614
2018;10;19;11;10,580;2,545;;;95;17.049640;51.123614
2018;10;19;12;10,731;2,371;;;95;17.049640;51.123614
2018;10;19;13;10,588;2,117;;;95;17.049640;51.123614
2018;10;19;14;10,674;2,041;;;95;17.049640;51.123614
2018;10;19;15;10,619;2,034;;;95;17.049640;51.123614
2018;10;19;16;11,255;1,676;;;92;17.049640;51.123614
2018;10;19;17;11,457;1,564;;;91;17.049640;51.123614
2018;10;19;18;10,777;2,002;;;93;17.049640;51.123614
2018;10;19;19;10,889;1,899;;;92;17.049640;51.123614
2018;10;19;20;10,812;1,699;;;92;17.049640;51.123614
2018;10;19;21;10,796;1,104;;;92;17.049640;51.123614
2018;10;19;22;10,879;1,056;;;92;17.049640;51.123614
2018;10;19;23;10,734;1,135;;;92;17.049640;51.123614
2018;10;20;00;10,662;1,436;;;93;17.049640;51.123614
2018;10;20;01;10,608;1,639;płynny;0,05;93;17.049640;51.123614
2018;10;20;02;10,640;1,857;;;93;17.049640;51.123614
2018;10;20;03;10,613;1,930;;;90;17.049640;51.123614
2018;10;20;04;10,746;2,091;;;90;17.049640;51.123614
2018;10;20;05;10,342;2,350;;;89;17.049640;51.123614
2018;10;20;06;10,390;2,548;płynny;0,63;91;17.049640;51.123614
2018;10;20;07;9,823;2,771;płynny;0,11;92;17.049640;51.123614
2018;10;20;08;9,502;3,109;;;88;17.049640;51.123614
2018;10;20;09;9,372;3,541;;;84;17.049640;51.123614
2018;10;20;10;9,965;3,436;;;76;17.049640;51.123614
2018;10;20;11;10,699;3,945;;;70;17.049640;51.123614
2018;10;20;12;11,191;4,207;;;65;17.049640;51.123614
2018;10;20;13;11,005;4,836;;;66;17.049640;51.123614
2018;10;20;14;9,852;4,965;;;72;17.049640;51.123614
2018;10;20;15;8,886;4,379;;;75;17.049640;51.123614
2018;10;20;16;8,755;4,358;;;75;17.049640;51.123614
2018;10;20;17;8,109;4,455;;;71;17.049640;51.123614
2018;10;20;18;7,526;4,407;;;71;17.049640;51.123614
2018;10;20;19;7,056;4,197;;;72;17.049640;51.123614
2018;10;20;20;6,273;4,148;;;77;17.049640;51.123614
2018;10;20;21;6,676;3,642;;;77;17.049640;51.123614
2018;10;20;22;6,464;3,744;;;78;17.049640;51.123614
2018;10;20;23;6,442;3,726;;;79;17.049640;51.123614
2018;10;21;00;5,233;4,099;;;84;17.049640;51.123614
2018;10;21;01;5,344;3,596;;;85;17.049640;51.123614
2018;10;21;02;4,822;3,174;;;88;17.049640;51.123614
2018;10;21;03;5,169;3,004;;;87;17.049640;51.123614
2018;10;21;04;7,500;2,414;płynny;0,11;79;17.049640;51.123614
2018;10;21;05;6,745;2,389;płynny;0,13;82;17.049640;51.123614
2018;10;21;06;7,257;2,291;;;80;17.049640;51.123614
2018;10;21;07;5,827;2,300;;;85;17.049640;51.123614
2018;10;21;08;5,734;1,789;;;86;17.049640;51.123614
2018;10;21;09;6,908;1,369;;;82;17.049640;51.123614
2018;10;21;10;8,280;0,928;;;78;17.049640;51.123614
2018;10;21;11;9,484;0,400;;;74;17.049640;51.123614
2018;10;21;12;10,293;0,574;;;70;17.049640;51.123614
2018;10;21;13;10,636;0,924;;;68;17.049640;51.123614
2018;10;21;14;11,211;1,256;;;65;17.049640;51.123614
2018;10;21;15;11,426;0,965;;;64;17.049640;51.123614
2018;10;21;16;11,196;0,637;;;67;17.049640;51.123614
2018;10;21;17;10,344;0,739;;;71;17.049640;51.123614
2018;10;21;18;9,625;0,915;;;76;17.049640;51.123614
2018;10;21;19;8,801;1,220;;;79;17.049640;51.123614
2018;10;21;20;8,218;1,049;;;83;17.049640;51.123614
2018;10;21;21;7,684;0,799;;;87;17.049640;51.123614
2018;10;21;22;6,876;0,872;;;91;17.049640;51.123614
2018;10;21;23;4,972;1,117;;;99;17.049640;51.123614
2018;10;22;00;4,021;0,972;;;100;17.049640;51.123614
2018;10;22;01;3,331;0,588;;;100;17.049640;51.123614
2018;10;22;02;3,174;0,322;;;100;17.049640;51.123614
2018;10;22;03;2,795;0,569;;;100;17.049640;51.123614
2018;10;22;04;5,123;1,441;;;81;17.049640;51.123614
2018;10;22;05;4,818;1,325;;;82;17.049640;51.123614
2018;10;22;06;4,801;0,796;;;82;17.049640;51.123614
2018;10;22;07;5,219;0,316;;;81;17.049640;51.123614
2018;10;22;08;5,692;0,446;;;78;17.049640;51.123614
2018;10;22;09;7,221;0,497;;;71;17.049640;51.123614
2018;10;22;10;8,921;0,846;;;64;17.049640;51.123614
2018;10;22;11;10,599;1,722;;;59;17.049640;51.123614
2018;10;22;12;11,870;2,074;;;56;17.049640;51.123614
2018;10;22;13;12,815;2,726;;;53;17.049640;51.123614
2018;10;22;14;13,300;3,382;;;51;17.049640;51.123614
2018;10;22;15;12,873;3,203;;;53;17.049640;51.123614
2018;10;22;16;12,908;3,236;;;56;17.049640;51.123614
2018;10;22;17;11,725;3,545;;;62;17.049640;51.123614
2018;10;22;18;9,702;4,681;;;69;17.049640;51.123614
2018;10;22;19;5,557;5,090;płynny;0,20;87;17.049640;51.123614
2018;10;22;20;5,002;5,049;płynny;0,14;88;17.049640;51.123614
2018;10;22;21;4,604;5,110;;;89;17.049640;51.123614
2018;10;22;22;4,069;4,332;;;82;17.049640;51.123614
2018;10;22;23;6,212;3,499;;;93;17.049640;51.123614
2018;10;23;00;5,219;3,638;;;97;17.049640;51.123614
2018;10;23;01;4,378;3,671;;;84;17.049640;51.123614
2018;10;23;02;2,994;3,631;;;83;17.049640;51.123614
2018;10;23;03;4,103;3,901;;;91;17.049640;51.123614
2018;10;23;04;4,748;3,718;;;85;17.049640;51.123614
2018;10;23;05;5,622;4,115;;;78;17.049640;51.123614
2018;10;23;06;6,166;4,941;;;72;17.049640;51.123614
2018;10;23;07;6,553;4,460;;;71;17.049640;51.123614
2018;10;23;08;7,074;4,698;;;69;17.049640;51.123614
2018;10;23;09;8,094;5,956;;;65;17.049640;51.123614
2018;10;23;10;8,810;7,137;;;62;17.049640;51.123614
2018;10;23;11;9,024;8,045;;;62;17.049640;51.123614
2018;10;23;12;8,786;7,929;płynny;0,24;68;17.049640;51.123614
2018;10;23;13;8,055;8,801;płynny;0,56;77;17.049640;51.123614
2018;10;23;14;7,896;9,210;płynny;1,26;82;17.049640;51.123614
2018;10;23;15;8,096;9,702;płynny;1,17;84;17.049640;51.123614
2018;10;23;16;8,669;9,531;płynny;0,76;83;17.049640;51.123614
2018;10;23;17;9,380;11,286;;;80;17.049640;51.123614
2018;10;23;18;9,758;11,353;płynny;0,15;82;17.049640;51.123614
2018;10;23;19;10,085;11,283;płynny;0,52;84;17.049640;51.123614
2018;10;23;20;10,223;10,742;płynny;1,65;86;17.049640;51.123614
2018;10;23;21;10,451;8,787;płynny;1,04;87;17.049640;51.123614
2018;10;23;22;10,465;9,265;płynny;2,63;88;17.049640;51.123614
2018;10;23;23;10,106;7,140;płynny;2,11;87;17.049640;51.123614
2018;10;24;00;9,808;7,981;płynny;0,17;85;17.049640;51.123614
2018;10;24;01;9,279;7,489;;;83;17.049640;51.123614
2018;10;24;02;8,373;8,907;;;78;17.049640;51.123614
2018;10;24;03;8,463;7,967;;;80;17.049640;51.123614
2018;10;24;04;9,051;7,649;płynny;0,50;80;17.049640;51.123614
2018;10;24;05;8,714;7,561;płynny;1,75;78;17.049640;51.123614
2018;10;24;06;7,785;8,198;;;75;17.049640;51.123614
2018;10;24;07;7,515;8,056;;;73;17.049640;51.123614
2018;10;24;08;7,472;7,974;;;70;17.049640;51.123614
2018;10;24;09;7,511;8,479;;;65;17.049640;51.123614
2018;10;24;10;7,874;8,542;;;60;17.049640;51.123614
2018;10;24;11;8,254;9,007;;;56;17.049640;51.123614
2018;10;24;12;8,487;9,090;;;54;17.049640;51.123614
2018;10;24;13;8,600;9,254;;;52;17.049640;51.123614
2018;10;24;14;8,416;9,322;;;53;17.049640;51.123614
2018;10;24;15;8,319;8,841;;;54;17.049640;51.123614
2018;10;24;16;7,788;7,421;;;60;17.049640;51.123614
2018;10;24;17;6,856;6,203;;;62;17.049640;51.123614
2018;10;24;18;6,423;6,403;;;64;17.049640;51.123614
2018;10;24;19;5,958;6,208;;;69;17.049640;51.123614
2018;10;24;20;5,467;5,778;;;74;17.049640;51.123614
2018;10;24;21;5,186;5,686;;;72;17.049640;51.123614
2018;10;24;22;4,776;5,764;;;68;17.049640;51.123614
2018;10;24;23;4,167;5,263;;;67;17.049640;51.123614
2018;10;25;00;3,433;3,765;;;70;17.049640;51.123614
2018;10;25;01;3,186;3,764;;;77;17.049640;51.123614
2018;10;25;02;3,209;3,637;;;84;17.049640;51.123614
2018;10;25;03;4,544;4,009;;;83;17.049640;51.123614
2018;10;25;04;7,013;3,915;płynny;0,09;80;17.049640;51.123614
2018;10;25;05;7,867;3,784;płynny;0,36;90;17.049640;51.123614
2018;10;25;06;9,334;5,728;płynny;0,65;91;17.049640;51.123614
2018;10;25;07;10,269;7,992;płynny;0,10;87;17.049640;51.123614
2018;10;25;08;10,526;7,333;;;88;17.049640;51.123614
2018;10;25;09;10,804;7,939;płynny;0,21;87;17.049640;51.123614
2018;10;25;10;10,906;8,834;;;83;17.049640;51.123614
2018;10;25;11;11,014;7,501;;;79;17.049640;51.123614
2018;10;25;12;10,813;7,823;;;81;17.049640;51.123614
2018;10;25;13;10,755;7,468;;;81;17.049640;51.123614
2018;10;25;14;10,768;6,974;;;81;17.049640;51.123614
2018;10;25;15;10,534;7,118;płynny;0,11;84;17.049640;51.123614
2018;10;25;16;10,524;7,855;płynny;0,20;82;17.049640;51.123614
2018;10;25;17;10,015;7,806;płynny;0,18;82;17.049640;51.123614
2018;10;25;18;9,764;6,816;płynny;0,09;85;17.049640;51.123614
2018;10;25;19;9,472;5,253;płynny;0,54;88;17.049640;51.123614
2018;10;25;20;8,292;4,976;płynny;0,32;88;17.049640;51.123614
2018;10;25;21;7,621;6,026;płynny;0,20;83;17.049640;51.123614
2018;10;25;22;7,684;5,570;;;85;17.049640;51.123614
2018;10;25;23;6,958;5,699;;;84;17.049640;51.123614
2018;10;26;00;7,129;5,362;;;86;17.049640;51.123614
2018;10;26;01;5,931;4,583;;;87;17.049640;51.123614
2018;10;26;02;6,015;4,684;płynny;0,05;89;17.049640;51.123614
2018;10;26;03;5,043;4,720;;;90;17.049640;51.123614
2018;10;26;04;7,272;4,803;;;81;17.049640;51.123614
2018;10;26;05;7,110;4,695;;;85;17.049640;51.123614
2018;10;26;06;6,838;4,182;;;86;17.049640;51.123614
2018;10;26;07;7,078;4,169;;;87;17.049640;51.123614
2018;10;26;08;7,203;3,255;;;88;17.049640;51.123614
2018;10;26;09;8,486;3,250;;;82;17.049640;51.123614
2018;10;26;10;9,493;3,568;;;76;17.049640;51.123614
2018;10;26;11;10,100;3,680;;;68;17.049640;51.123614
2018;10;26;12;10,513;2,829;;;70;17.049640;51.123614
2018;10;26;13;10,817;2,570;;;68;17.049640;51.123614
2018;10;26;14;10,680;2,778;;;68;17.049640;51.123614
2018;10;26;15;10,842;2,773;;;70;17.049640;51.123614
2018;10;26;16;10,326;3,640;;;74;17.049640;51.123614
2018;10;26;17;9,411;4,106;;;77;17.049640;51.123614
2018;10;26;18;8,909;3,923;;;78;17.049640;51.123614
2018;10;26;19;8,780;3,863;;;78;17.049640;51.123614
2018;10;26;20;8,316;3,829;;;78;17.049640;51.123614
2018;10;26;21;7,903;3,521;;;76;17.049640;51.123614
2018;10;26;22;8,557;3,267;;;75;17.049640;51.123614
2018;10;26;23;9,175;3,196;;;75;17.049640;51.123614
2018;10;27;00;8,946;3,456;;;77;17.049640;51.123614
2018;10;27;01;8,377;4,326;;;76;17.049640;51.123614
2018;10;27;02;8,267;3,860;;;76;17.049640;51.123614
2018;10;27;03;8,130;3,088;;;77;17.049640;51.123614
2018;10;27;04;9,834;3,815;;;72;17.049640;51.123614
2018;10;27;05;9,890;3,920;;;69;17.049640;51.123614
2018;10;27;06;9,444;4,458;;;68;17.049640;51.123614
2018;10;27;07;9,357;4,100;;;70;17.049640;51.123614
2018;10;27;08;9,273;4,420;;;71;17.049640;51.123614
2018;10;27;09;9,389;3,885;;;70;17.049640;51.123614
2018;10;27;10;9,697;3,593;;;69;17.049640;51.123614
2018;10;27;11;9,759;4,596;;;67;17.049640;51.123614
2018;10;27;12;9,786;3,241;;;70;17.049640;51.123614
2018;10;27;13;9,848;4,469;;;66;17.049640;51.123614
2018;10;27;14;9,764;4,286;;;58;17.049640;51.123614
2018;10;27;15;9,644;3,473;;;55;17.049640;51.123614
2018;10;27;16;9,234;3,106;;;56;17.049640;51.123614
2018;10;27;17;8,691;3,044;;;56;17.049640;51.123614
2018;10;27;18;8,299;3,238;;;59;17.049640;51.123614
2018;10;27;19;7,958;3,135;;;62;17.049640;51.123614
2018;10;27;20;7,541;2,928;;;65;17.049640;51.123614
2018;10;27;21;7,366;2,748;;;67;17.049640;51.123614
2018;10;27;22;7,001;2,446;;;70;17.049640;51.123614
2018;10;27;23;6,759;2,215;;;74;17.049640;51.123614
2018;10;28;00;5,733;2,027;;;76;17.049640;51.123614
2018;10;28;01;6,409;1,632;;;77;17.049640;51.123614
2018;10;28;02;3,115;1,415;;;77;17.049640;51.123614
2018;10;28;03;2,408;1,750;;;77;17.049640;51.123614
2018;10;28;04;4,760;1,738;płynny;0,01;70;17.049640;51.123614
2018;10;28;05;3,158;1,861;;;69;17.049640;51.123614
2018;10;28;06;4,880;1,869;;;69;17.049640;51.123614
2018;10;28;07;6,070;2,512;płynny;0,20;75;17.049640;51.123614
2018;10;28;08;5,488;2,769;płynny;0,96;85;17.049640;51.123614
2018;10;28;09;5,387;2,187;płynny;1,01;87;17.049640;51.123614
2018;10;28;10;4,954;2,769;płynny;1,93;90;17.049640;51.123614
2018;10;28;11;4,448;3,169;płynny;2,06;90;17.049640;51.123614
2018;10;28;12;4,242;3,765;płynny;1,18;89;17.049640;51.123614
2018;10;28;13;3,918;4,472;płynny;0,96;89;17.049640;51.123614
2018;10;28;14;3,674;4,584;płynny;1,10;90;17.049640;51.123614
2018;10;28;15;3,603;4,379;płynny;1,39;92;17.049640;51.123614
2018;10;28;16;3,240;4,755;płynny;1,36;92;17.049640;51.123614
2018;10;28;17;3,269;5,249;płynny;0,82;90;17.049640;51.123614
2018;10;28;18;3,224;5,272;płynny;0,36;89;17.049640;51.123614
2018;10;28;19;3,420;5,459;płynny;0,65;90;17.049640;51.123614
2018;10;28;20;3,896;5,761;płynny;0,57;89;17.049640;51.123614
2018;10;28;21;3,966;5,914;płynny;2,76;89;17.049640;51.123614
2018;10;28;22;3,981;5,848;płynny;0,92;87;17.049640;51.123614
2018;10;28;23;3,756;5,151;płynny;0,59;88;17.049640;51.123614
2018;10;29;00;3,631;4,677;płynny;0,48;89;17.049640;51.123614
2018;10;29;01;3,620;3,910;płynny;0,79;90;17.049640;51.123614
2018;10;29;02;3,624;3,698;płynny;0,60;90;17.049640;51.123614
2018;10;29;03;3,663;3,263;płynny;0,37;90;17.049640;51.123614
2018;10;29;04;5,009;3,370;;;83;17.049640;51.123614
2018;10;29;05;4,926;2,878;;;83;17.049640;51.123614
2018;10;29;06;4,830;2,271;płynny;0,10;85;17.049640;51.123614
2018;10;29;07;4,736;2,204;płynny;0,15;87;17.049640;51.123614
2018;10;29;08;4,859;2,275;;;87;17.049640;51.123614
2018;10;29;09;5,076;2,015;;;88;17.049640;51.123614
2018;10;29;10;5,316;1,731;;;88;17.049640;51.123614
2018;10;29;11;5,621;2,068;;;88;17.049640;51.123614
2018;10;29;12;5,998;1,589;płynny;0,10;88;17.049640;51.123614
2018;10;29;13;6,301;1,284;płynny;0,09;88;17.049640;51.123614
2018;10;29;14;6,625;2,032;;;88;17.049640;51.123614
2018;10;29;15;7,109;2,656;;;88;17.049640;51.123614
2018;10;29;16;7,594;3,035;;;88;17.049640;51.123614
2018;10;29;17;7,978;3,563;;;90;17.049640;51.123614
2018;10;29;18;8,508;3,504;;;91;17.049640;51.123614
2018;10;29;19;8,842;4,283;;;94;17.049640;51.123614
2018;10;29;20;10,092;5,233;;;95;17.049640;51.123614
2018;10;29;21;12,452;6,425;;;88;17.049640;51.123614
2018;10;29;22;14,421;6,730;;;84;17.049640;51.123614
2018;10;29;23;15,124;6,772;;;83;17.049640;51.123614
2018;10;30;00;16,064;6,697;;;79;17.049640;51.123614
2018;10;30;01;16,103;6,749;;;80;17.049640;51.123614
2018;10;30;02;16,870;7,235;;;73;17.049640;51.123614
2018;10;30;03;16,297;7,767;;;75;17.049640;51.123614
2018;10;30;04;17,100;9,870;;;69;17.049640;51.123614
2018;10;30;05;17,974;10,517;;;63;17.049640;51.123614
2018;10;30;06;17,649;9,812;;;63;17.049640;51.123614
2018;10;30;07;17,708;9,815;;;64;17.049640;51.123614
2018;10;30;08;17,244;8,049;;;66;17.049640;51.123614
2018;10;30;09;17,081;6,536;;;68;17.049640;51.123614
2018;10;30;10;17,490;5,668;;;66;17.049640;51.123614
2018;10;30;11;17,995;6,191;;;62;17.049640;51.123614
2018;10;30;12;18,030;6,837;;;61;17.049640;51.123614
2018;10;30;13;18,083;7,725;;;56;17.049640;51.123614
2018;10;30;14;18,485;8,069;;;49;17.049640;51.123614
2018;10;30;15;18,050;6,914;;;47;17.049640;51.123614
2018;10;30;16;16,990;6,522;;;51;17.049640;51.123614
2018;10;30;17;16,016;6,901;;;51;17.049640;51.123614
2018;10;30;18;14,668;5,920;;;54;17.049640;51.123614
2018;10;30;19;13,679;5,537;;;59;17.049640;51.123614
2018;10;30;20;14,348;6,840;;;59;17.049640;51.123614
2018;10;30;21;13,309;4,832;;;59;17.049640;51.123614
2018;10;30;22;12,368;6,407;;;47;17.049640;51.123614
2018;10;30;23;12,329;7,013;;;45;17.049640;51.123614
2018;10;31;00;11,146;6,434;;;47;17.049640;51.123614
2018;10;31;01;11,700;5,558;;;47;17.049640;51.123614
2018;10;31;02;10,852;5,449;;;48;17.049640;51.123614
2018;10;31;03;10,340;4,971;;;49;17.049640;51.123614
2018;10;31;04;9,461;3,158;;;58;17.049640;51.123614
2018;10;31;05;8,597;2,763;;;62;17.049640;51.123614
2018;10;31;06;8,709;2,652;;;61;17.049640;51.123614
2018;10;31;07;9,598;2,843;;;54;17.049640;51.123614
2018;10;31;08;9,227;3,283;;;54;17.049640;51.123614
2018;10;31;09;9,384;1,880;;;55;17.049640;51.123614
2018;10;31;10;11,022;2,049;;;51;17.049640;51.123614
2018;10;31;11;12,549;2,200;;;46;17.049640;51.123614
2018;10;31;12;13,523;2,335;;;43;17.049640;51.123614
2018;10;31;13;14,110;2,683;;;42;17.049640;51.123614
2018;10;31;14;14,440;2,958;;;42;17.049640;51.123614
2018;10;31;15;14,288;2,858;;;43;17.049640;51.123614
2018;10;31;16;13,465;3,054;;;48;17.049640;51.123614
2018;10;31;17;12,278;3,563;;;55;17.049640;51.123614
2018;10;31;18;11,910;3,814;;;68;17.049640;51.123614
2018;10;31;19;11,228;3,649;;;74;17.049640;51.123614
2018;10;31;20;10,627;3,147;;;76;17.049640;51.123614
2018;10;31;21;10,322;3,850;;;78;17.049640;51.123614
2018;10;31;22;10,200;4,448;;;80;17.049640;51.123614
2018;10;31;23;10,110;4,902;;;79;17.049640;51.123614
2018;11;01;00;9,932;5,014;;;81;17.049640;51.123614
2018;11;01;01;9,466;5,013;;;83;17.049640;51.123614
2018;11;01;02;9,162;4,899;;;83;17.049640;51.123614
2018;11;01;03;9,175;5,099;;;82;17.049640;51.123614
2018;11;01;04;10,350;5,552;;;73;17.049640;51.123614
2018;11;01;05;10,313;6,117;;;71;17.049640;51.123614
2018;11;01;06;10,150;5,932;;;70;17.049640;51.123614
2018;11;01;07;10,351;5,425;;;68;17.049640;51.123614
2018;11;01;08;10,883;5,492;;;64;17.049640;51.123614
2018;11;01;09;12,355;4,825;;;59;17.049640;51.123614
2018;11;01;10;14,162;3,688;;;57;17.049640;51.123614
2018;11;01;11;15,619;4,744;;;52;17.049640;51.123614
